Date,AAPL,AMZN,BBAR,BMA,DIA,EEM,GGAL,GOOGL,MSFT,NVDA,PAM,QQQ,SPY,YPF
2020-01-02,72.40055847167969,94.90049743652344,4.039190292358398,26.840227127075195,257.6073303222656,40.087066650390625,12.645084381103516,67.8730239868164,152.15843200683594,5.970754623413086,15.84000015258789,208.31753540039062,296.88818359375,11.260000228881836
2020-01-03,71.69664001464844,93.74849700927734,3.8784983158111572,26.10205078125,255.5545654296875,39.34276580810547,12.175034523010254,67.51795959472656,150.26377868652344,5.875186920166016,15.5,206.4093475341797,294.6400451660156,11.15999984741211
2020-01-06,72.26791381835938,95.14399719238281,3.951540231704712,26.448989868164062,256.1435852050781,39.246437072753906,12.306032180786133,69.31758880615234,150.6521759033203,5.8998260498046875,15.350000381469727,207.7393035888672,295.76416015625,11.140000343322754
2020-01-07,71.92805480957031,95.34300231933594,4.002668380737305,26.057756423950195,255.03677368164062,39.22017288208008,12.228972434997559,69.18370056152344,149.27853393554688,5.97125244140625,15.260000228881836,207.71043395996094,294.9325256347656,10.90999984741211
2020-01-08,73.08509826660156,94.59850311279297,4.061102867126465,26.434228897094727,256.51837158203125,39.44783401489258,12.35997200012207,69.67613220214844,151.6562957763672,5.982452869415283,14.949999809265137,209.27163696289062,296.50439453125,10.979999542236328
2020-01-09,74.63750457763672,95.05249786376953,4.214488983154297,27.194549560546875,258.4462890625,39.71053695678711,12.830021858215332,70.40757751464844,153.55093383789062,6.048154830932617,15.329999923706055,211.04489135742188,298.5148620605469,10.989999771118164
2020-01-10,74.80622863769531,94.15799713134766,4.199881076812744,26.714736938476562,257.2680969238281,39.920684814453125,12.614262580871582,70.8623275756836,152.84046936035156,6.080508708953857,15.0600004196167,210.50518798828125,297.65582275390625,10.65999984741211
2020-01-13,76.4044189453125,94.56500244140625,4.039190292358398,25.496736526489258,257.9642639160156,40.54240036010742,12.036331176757812,71.41129302978516,154.67828369140625,6.271146774291992,14.390000343322754,212.9337615966797,299.7028503417969,10.649999618530273
2020-01-14,75.3727035522461,93.47200012207031,3.907715320587158,24.83976173400879,258.1427307128906,40.314727783203125,11.920748710632324,70.94315338134766,153.58880615234375,6.154175281524658,14.369999885559082,212.0953369140625,299.2459411621094,10.640000343322754
2020-01-15,75.0497055053711,93.10099792480469,3.725111722946167,23.64391326904297,259.1514587402344,39.9995002746582,11.427579879760742,71.37013244628906,154.58351135253906,6.1116180419921875,13.979999542236328,212.18206787109375,299.9222717285156,10.380000114440918
2020-01-16,75.98981475830078,93.89700317382812,3.8492815494537354,24.2861270904541,261.45428466796875,40.253440856933594,11.75892448425293,71.91365051269531,157.41603088378906,6.195240020751953,14.199999809265137,214.21548461914062,302.4171447753906,10.350000381469727
2020-01-17,76.83106994628906,93.23600006103516,3.97345232963562,24.396848678588867,261.88092041015625,40.48109436035156,12.020919799804688,73.36959838867188,158.29702758789062,6.203950881958008,14.949999809265137,215.275634765625,303.35833740234375,10.319999694824219
2020-01-21,76.31040954589844,94.5999984741211,3.7762398719787598,23.953947067260742,260.5950622558594,39.45659255981445,11.620221138000488,73.50497436523438,157.72866821289062,6.1706013679504395,14.270000457763672,215.17921447753906,302.7643127441406,9.819999694824219
2020-01-22,76.58280181884766,94.37300109863281,3.8784983158111572,24.33041000366211,260.57745361328125,39.78058624267578,11.535459518432617,73.5853042602539,156.97079467773438,6.224607467651367,14.579999923706055,215.74778747558594,302.8008728027344,9.949999809265137
2020-01-23,76.95162200927734,94.22899627685547,3.5498123168945312,23.392929077148438,260.33624267578125,39.3690299987793,11.211819648742676,73.62598419189453,157.9370574951172,6.293047904968262,13.899999618530273,216.4416961669922,303.1482238769531,9.760000228881836
2020-01-24,76.72982788085938,93.08200073242188,3.3599040508270264,22.359474182128906,258.7825012207031,39.05380630493164,10.780301094055176,72.70757293701172,156.3455352783203,6.2338151931762695,13.199999809265137,214.62026977539062,300.4522705078125,9.65999984741211
2020-01-27,74.47357940673828,91.41699981689453,3.235733985900879,21.953475952148438,254.8175506591797,37.70530700683594,10.595362663269043,70.99969482421875,153.73095703125,5.977972030639648,13.279999732971191,210.18716430664062,295.63616943359375,9.369999885559082
2020-01-28,76.58039093017578,92.6624984741211,3.3745129108428955,23.14194679260254,256.54119873046875,38.02053451538086,11.134761810302734,71.93050384521484,156.74343872070312,6.171347618103027,13.630000114440918,213.41561889648438,298.7342224121094,9.420000076293945
2020-01-29,78.18341064453125,92.9000015258789,3.31607985496521,22.846675872802734,256.54119873046875,38.20442581176758,11.103939056396484,72.23796081542969,159.1875457763672,6.110871315002441,13.479999542236328,213.7625732421875,298.4873352050781,9.579999923706055
2020-01-30,78.0700912475586,93.53399658203125,3.4548585414886475,23.37078285217285,257.65728759765625,37.635257720947266,11.435286521911621,72.116455078125,163.6777801513672,6.117589950561523,13.65999984741211,214.52389526367188,299.4561767578125,9.609999656677246
2020-01-31,74.60856628417969,100.43599700927734,3.418337345123291,22.639982223510742,252.19239807128906,36.873443603515625,11.05770492553711,71.0517578125,161.26210021972656,5.884146213531494,13.170000076293945,211.1219940185547,294.0186767578125,9.390000343322754
2020-02-03,74.40367126464844,100.20999908447266,3.5790278911590576,24.455909729003906,253.58551025390625,37.284996032714844,11.704984664916992,73.5223388671875,165.19349670410156,5.981208324432373,14.350000381469727,214.31185913085938,296.2027282714844,9.680000305175781
2020-02-04,76.86000061035156,102.4834976196289,3.2941670417785645,23.65867042541504,257.2109069824219,38.24821472167969,11.404462814331055,71.67807006835938,170.63111877441406,6.150442123413086,13.520000457763672,219.21722412109375,300.7173156738281,9.699999809265137
2020-02-05,77.48674011230469,101.99349975585938,3.462162494659424,23.968706130981445,261.514892578125,38.46712112426758,11.350522994995117,71.7098159790039,170.42269897460938,6.240782737731934,13.640000343322754,219.9399871826172,304.18994140625,9.850000381469727
